step,vx_187_62,vy_187_62,pressure_187_62,Cd,Cl
258,4.0665221214e+00,-7.5880259275e-01,-7.0029309082e+02,1.2826076508e+01,-2.3997974396e-01
259,3.9292373657e+00,-6.4451229572e-01,-7.5846166992e+02,1.2773692131e+01,6.4324653149e-01
260,3.7595076561e+00,-4.7871351242e-01,-8.2227191162e+02,1.2801872253e+01,1.5347381830e+00
261,3.5632972717e+00,-2.4268878996e-01,-9.0982714844e+02,1.2904965401e+01,2.3509788513e+00
262,3.3521666527e+00,7.2635866702e-02,-1.0167003784e+03,1.3071209908e+01,3.0381822586e+00
263,3.1430926323e+00,4.6357935667e-01,-1.1568041992e+03,1.3266637802e+01,3.5280048847e+00
264,2.9428925514e+00,9.1177511215e-01,-1.3298073730e+03,1.3431990623e+01,3.7846615314e+00
265,2.7694799900e+00,1.3827844858e+00,-1.5243845215e+03,1.3564547539e+01,3.7658319473e+00
266,2.6799142361e+00,1.7862514257e+00,-1.7263012695e+03,1.3613334656e+01,3.4399118423e+00
267,2.7833843231e+00,1.9651534557e+00,-1.9256101074e+03,1.3580720901e+01,2.8668417931e+00
268,2.9562838078e+00,2.0039932728e+00,-2.1484665527e+03,1.3486730576e+01,2.0676772594e+00
269,3.0055384636e+00,2.1116528511e+00,-2.4117617188e+03,1.3346666336e+01,1.1350615025e+00
270,3.0035011768e+00,2.2048051357e+00,-2.7104731445e+03,1.3216313362e+01,1.2222366780e-01
271,2.9367160797e+00,2.2585933208e+00,-3.0961269531e+03,1.3198872566e+01,-9.4413703680e-01
272,2.8029093742e+00,2.2464280128e+00,-3.5961904297e+03,1.3242783546e+01,-1.9909230471e+00
273,2.6633365154e+00,2.0746669769e+00,-4.2290249023e+03,1.3360483170e+01,-2.9476077557e+00
274,2.7394280434e+00,1.5729809999e+00,-4.9324550781e+03,1.3552395821e+01,-3.7196977139e+00
275,2.9058218002e+00,8.9041382074e-01,-5.5495546875e+03,1.3746770859e+01,-4.2609090805e+00
276,2.9414424896e+00,1.5060761571e-01,-5.9199814453e+03,1.3929635048e+01,-4.5228052139e+00
277,3.0508410931e+00,-7.0892083645e-01,-5.9182749023e+03,1.4057068825e+01,-4.4688353539e+00
278,3.2407076359e+00,-1.5791184902e+00,-5.4431845703e+03,1.4088136673e+01,-4.0947756767e+00
279,3.4657857418e+00,-2.3593401909e+00,-4.5306103516e+03,1.4038300514e+01,-3.4123103619e+00
280,3.7590050697e+00,-2.7573587894e+00,-3.3338984375e+03,1.3915005684e+01,-2.5021259785e+00
281,4.1118640900e+00,-2.7698037624e+00,-2.2330153809e+03,1.3730538368e+01,-1.4537044764e+00
282,4.4260559082e+00,-2.7295572758e+00,-1.3876800537e+03,1.3589549065e+01,-3.2888889313e-01
283,4.7360424995e+00,-2.3030529022e+00,-8.3527801514e+02,1.3547187805e+01,8.3535301685e-01
284,4.9988441467e+00,-1.7618343830e+00,-4.5656372070e+02,1.3578807831e+01,1.9708311558e+00
285,5.2040748596e+00,-6.6739189625e-01,-2.2778320312e+02,1.3676869392e+01,3.0254642963e+00
286,5.3959832191e+00,7.6329939067e-02,-9.4555564880e+01,1.3842146873e+01,3.8961544037e+00
287,5.4430270195e+00,7.3810803890e-01,-1.2276606560e+01,1.4050350189e+01,4.4980897903e+00
288,5.3298444748e+00,1.0679125786e+00,5.5896045685e+01,1.4218167305e+01,4.8043780327e+00
289,5.1674618721e+00,1.1657525301e+00,1.0778530121e+02,1.4339840889e+01,4.7983765602e+00
290,5.0432095528e+00,1.2395558357e+00,1.3885719299e+02,1.4358020782e+01,4.4421377182e+00
291,4.9322943687e+00,1.3263401985e+00,1.4258724976e+02,1.4287899017e+01,3.7987384796e+00
292,4.8150029182e+00,1.4171650410e+00,9.2483634949e+01,1.4138356209e+01,2.8521599770e+00
293,4.6863851547e+00,1.5110859871e+00,-5.7738609314e+01,1.3939600945e+01,1.7618583441e+00
294,4.5500025749e+00,1.4762203693e+00,-3.6309512329e+02,1.3752733231e+01,5.9743273258e-01
295,4.5237474442e+00,1.0552275181e+00,-8.2441589355e+02,1.3674946785e+01,-5.9609591961e-01
296,4.5161895752e+00,5.8279067278e-01,-1.2971712646e+03,1.3677543640e+01,-1.7755815983e+00
297,4.4024033546e+00,-1.7602920532e-02,-1.6973796387e+03,1.3756741524e+01,-2.8923149109e+00
298,4.3318090439e+00,-8.6227244139e-01,-1.8867799072e+03,1.3898233414e+01,-3.8488929272e+00
299,4.3443593979e+00,-1.7089521885e+00,-1.6306740723e+03,1.4102682114e+01,-4.5456748009e+00
300,4.3964056969e+00,-2.2181847095e+00,-9.3452850342e+02,1.4310782433e+01,-4.9286899567e+00
301,4.4886517525e+00,-2.1636986732e+00,-2.0340835571e+02,1.4451637268e+01,-5.0131783485e+00
302,4.5456199646e+00,-1.8136129379e+00,2.4734065247e+02,1.4521649361e+01,-4.7362971306e+00
303,4.5966000557e+00,-1.7299691439e+00,4.1942062378e+02,1.4467205048e+01,-4.1429996490e+00
304,4.5890517235e+00,-1.7245395184e+00,4.3018371582e+02,1.4350255966e+01,-3.2633419037e+00
305,4.5571980476e+00,-1.7619303465e+00,2.8404885864e+02,1.4158524513e+01,-2.1625380516e+00
306,4.5036869049e+00,-1.7940955162e+00,-4.0268325806e+01,1.3962818146e+01,-9.9362772703e-01
307,4.4697299004e+00,-1.5792795420e+00,-5.3705023193e+02,1.3854228973e+01,2.2131943703e-01
308,4.5223760605e+00,-1.1148557663e+00,-1.1822863770e+03,1.3830413818e+01,1.4427597523e+00
309,4.5042548180e+00,-7.0380198956e-01,-1.8487746582e+03,1.3906446457e+01,2.6077668667e+00
310,4.4447851181e+00,6.6335499287e-04,-2.4465776367e+03,1.4039450645e+01,3.6436111927e+00
311,4.4131627083e+00,9.3698960543e-01,-2.7872243652e+03,1.4235743523e+01,4.4295549393e+00
312,4.4420886040e+00,1.7858561277e+00,-2.5953762207e+03,1.4438669205e+01,4.9124312401e+00
313,4.4764451981e+00,2.1685123444e+00,-2.0711394043e+03,1.4571585655e+01,5.0836033821e+00
314,4.5168423653e+00,1.9951339960e+00,-1.5938575439e+03,1.4641794205e+01,4.9049434662e+00
315,4.5510768890e+00,1.6717989445e+00,-1.4058214111e+03,1.4585937500e+01,4.3886308670e+00
316,4.5355730057e+00,1.6474684477e+00,-1.3996390381e+03,1.4446353912e+01,3.5798110962e+00
317,4.4780335426e+00,1.6395441294e+00,-1.5000319824e+03,1.4243706703e+01,2.5134310722e+00
318,4.3830761909e+00,1.6404426098e+00,-1.7132869873e+03,1.4024431229e+01,1.3529130220e+00
319,4.2923150063e+00,1.4832838774e+00,-2.0449161377e+03,1.3873825073e+01,1.3512152433e-01
320,4.2949194908e+00,1.0444306135e+00,-2.4712021484e+03,1.3799077034e+01,-1.0831509829e+00
321,4.2348117828e+00,5.7734405994e-01,-2.8790241699e+03,1.3813804626e+01,-2.2639908791e+00
322,4.1103143692e+00,-7.0096723735e-02,-3.1996115723e+03,1.3900625229e+01,-3.3510069847e+00
323,4.0388741493e+00,-9.0884792805e-01,-3.2807145996e+03,1.4050969124e+01,-4.2248263359e+00
324,4.0659003258e+00,-1.6913015842e+00,-2.9729333496e+03,1.4235919952e+01,-4.8125696182e+00
325,4.1500449181e+00,-2.1220910549e+00,-2.3452814941e+03,1.4395659447e+01,-5.0769329071e+00
326,4.2807097435e+00,-2.0471432209e+00,-1.7444617920e+03,1.4486029625e+01,-5.0318431854e+00
327,4.3790683746e+00,-1.7101327181e+00,-1.4291425781e+03,1.4498292923e+01,-4.6229352951e+00
328,4.4129643440e+00,-1.7152636051e+00,-1.2974106445e+03,1.4407774925e+01,-3.9054789543e+00
329,4.3958501816e+00,-1.7180445194e+00,-1.2734833984e+03,1.4252903938e+01,-2.9155924320e+00
330,4.3420500755e+00,-1.7389228344e+00,-1.3521726074e+03,1.4056139946e+01,-1.7614120245e+00
331,4.2782521248e+00,-1.5836048126e+00,-1.5513880615e+03,1.3903723717e+01,-5.6655091047e-01
332,4.3092303276e+00,-1.1495985985e+00,-1.8543936768e+03,1.3834174156e+01,6.5288990736e-01
333,4.2867274284e+00,-7.6434212923e-01,-2.1818779297e+03,1.3846880913e+01,1.8630563021e+00
334,4.1977610588e+00,-1.4607918262e-01,-2.4685693359e+03,1.3920862198e+01,3.0016636848e+00
335,4.1422448158e+00,7.2428059578e-01,-2.5834465332e+03,1.4058489799e+01,3.9627127647e+00
336,4.1625766754e+00,1.5998833179e+00,-2.3181120605e+03,1.4248790741e+01,4.6555137634e+00
337,4.2428846359e+00,2.1461040974e+00,-1.7104912109e+03,1.4441198349e+01,5.0352253914e+00
338,4.3416161537e+00,2.1285529137e+00,-1.0851700439e+03,1.4561254501e+01,5.1071119308e+00
339,4.4174952507e+00,1.7992388010e+00,-7.4737658691e+02,1.4614517212e+01,4.8148622513e+00
340,4.4575896263e+00,1.7070218325e+00,-6.6751806641e+02,1.4557474136e+01,4.1883950233e+00
341,4.4305005074e+00,1.6843469143e+00,-7.4071899414e+02,1.4423295975e+01,3.2889065742e+00
342,4.3667140007e+00,1.6876622438e+00,-9.3383337402e+02,1.4235877037e+01,2.1629230976e+00
343,4.2884831429e+00,1.6012442112e+00,-1.2526754150e+03,1.4042912483e+01,9.7541886568e-01
344,4.2893447876e+00,1.2245274782e+00,-1.6679117432e+03,1.3933223724e+01,-2.5396123528e-01
345,4.2721581459e+00,7.6671844721e-01,-2.1346359863e+03,1.3900533676e+01,-1.4855034351e+00
346,4.1698184013e+00,1.8747332692e-01,-2.5435593262e+03,1.3950561523e+01,-2.6562428474e+00
347,4.0958838463e+00,-6.2708431482e-01,-2.7907678223e+03,1.4054687500e+01,-3.6938195229e+00
348,4.1032729149e+00,-1.4661190510e+00,-2.6723947754e+03,1.4218699455e+01,-4.4747476578e+00
349,4.1867890358e+00,-2.0544607639e+00,-2.1913527832e+03,1.4401533127e+01,-4.9559206963e+00
350,4.3007926941e+00,-2.0913317204e+00,-1.6251596680e+03,1.4528417587e+01,-5.1230058670e+00
351,4.3942279816e+00,-1.7939418554e+00,-1.2973706055e+03,1.4595700264e+01,-4.9488372803e+00
352,4.4530978203e+00,-1.7071856260e+00,-1.2275361328e+03,1.4555075645e+01,-4.4317636490e+00
353,4.4338922501e+00,-1.7004281282e+00,-1.2919177246e+03,1.4433425903e+01,-3.6182789803e+00
354,4.3755779266e+00,-1.7251359224e+00,-1.4686892090e+03,1.4247755051e+01,-2.5482566357e+00
355,4.2915897369e+00,-1.6665509939e+00,-1.7422685547e+03,1.4043587685e+01,-1.3767961264e+00
356,4.2684278488e+00,-1.3034598827e+00,-2.1174763184e+03,1.3892318726e+01,-1.5194155276e-01
357,4.2787365913e+00,-8.9226388931e-01,-2.5220981445e+03,1.3830086708e+01,1.0714626312e+00
358,4.1811718941e+00,-3.6964017153e-01,-2.8701867676e+03,1.3860457420e+01,2.2591159344e+00
359,4.0942120552e+00,4.2638197541e-01,-3.0851777344e+03,1.3945072174e+01,3.3541297913e+00
360,4.0823907852e+00,1.3285162449e+00,-2.9549238281e+03,1.4094343185e+01,4.2304768562e+00
361,4.1592411995e+00,1.9984617233e+00,-2.4436613770e+03,1.4278654099e+01,4.8238000870e+00
362,4.2628126144e+00,2.1673033237e+00,-1.7673525391e+03,1.4443840027e+01,5.0900077820e+00
363,4.3632726669e+00,1.9347532988e+00,-1.2767941895e+03,1.4530523300e+01,5.0499234200e+00
364,4.4403324127e+00,1.6998747587e+00,-1.0752888184e+03,1.4543886185e+01,4.6451740265e+00
365,4.4293732643e+00,1.6788337231e+00,-1.0385058594e+03,1.4452013969e+01,3.9252936840e+00
366,4.3837862015e+00,1.6766593456e+00,-1.1154550781e+03,1.4299754143e+01,2.9386394024e+00
367,4.3041133881e+00,1.6652756929e+00,-1.2966862793e+03,1.4100297928e+01,1.7800195217e+00
368,4.2486362457e+00,1.4472651482e+00,-1.5958352051e+03,1.3944755554e+01,5.8124351501e-01
369,4.2752122879e+00,9.9291408062e-01,-1.9634919434e+03,1.3863917351e+01,-6.4051866531e-01
370,4.2029352188e+00,5.1696199179e-01,-2.3177387695e+03,1.3863561630e+01,-1.8539055586e+00
371,4.1016573906e+00,-1.8336619437e-01,-2.5781032715e+03,1.3944160461e+01,-2.9938504696e+00
372,4.0612640381e+00,-1.0409837961e+00,-2.5763068848e+03,1.4079510689e+01,-3.9606785774e+00
373,4.1228661537e+00,-1.7809314728e+00,-2.2007744141e+03,1.4258466721e+01,-4.6569600105e+00
374,4.2211742401e+00,-2.1204493046e+00,-1.5740700684e+03,1.4443457603e+01,-5.0402541161e+00
375,4.3420639038e+00,-1.9997305870e+00,-1.0533538818e+03,1.4557966232e+01,-5.1138801575e+00
376,4.4336724281e+00,-1.6916420460e+00,-8.3321740723e+02,1.4606507301e+01,-4.8237781525e+00
377,4.4474878311e+00,-1.6890568733e+00,-8.1074639893e+02,1.4547369957e+01,-4.1989631653e+00
378,4.4147424698e+00,-1.6936281919e+00,-9.1648449707e+02,1.4410895348e+01,-3.3015241623e+00
379,4.3400225639e+00,-1.7119867802e+00,-1.1277911377e+03,1.4222659111e+01,-2.1772656441e+00
380,4.2595133781e+00,-1.5657649040e+00,-1.4551754150e+03,1.4027878761e+01,-9.9068069458e-01
381,4.2651271820e+00,-1.1395146847e+00,-1.8684617920e+03,1.3919381142e+01,2.3773509264e-01
382,4.2327237129e+00,-7.2490292788e-01,-2.2951096191e+03,1.3879714012e+01,1.4677481651e+00
383,4.1215319633e+00,-9.9337629974e-02,-2.6492871094e+03,1.3929574966e+01,2.6367006302e+00
384,4.0531806946e+00,7.6232886314e-01,-2.8021018066e+03,1.4036637306e+01,3.6771368980e+00
385,4.0820436478e+00,1.6051766872e+00,-2.5859548340e+03,1.4200429916e+01,4.4632253647e+00
386,4.1737718582e+00,2.1311883926e+00,-2.0459915771e+03,1.4383775711e+01,4.9508128166e+00
387,4.3020076752e+00,2.1042368412e+00,-1.4888630371e+03,1.4512929916e+01,5.1230626106e+00
388,4.3989825249e+00,1.7828668356e+00,-1.1926425781e+03,1.4583259583e+01,4.9554648399e+00
389,4.4482765198e+00,1.6978561878e+00,-1.1292194824e+03,1.4552771568e+01,4.4432539940e+00
390,4.4280915260e+00,1.6756358147e+00,-1.1978891602e+03,1.4435252190e+01,3.6337318420e+00
391,4.3672814369e+00,1.6830639839e+00,-1.3653422852e+03,1.4253662109e+01,2.5666999817e+00
392,4.2828655243e+00,1.6231529713e+00,-1.6342670898e+03,1.4054539680e+01,1.3941681385e+00
393,4.2651615143e+00,1.2843003273e+00,-2.0032469482e+03,1.3905885696e+01,1.6961660981e-01
394,4.2703266144e+00,8.3094936609e-01,-2.3988745117e+03,1.3844383240e+01,-1.0537217855e+00
395,4.1712894440e+00,2.8471046686e-01,-2.7358725586e+03,1.3874211311e+01,-2.2428486347e+00
396,4.0886101723e+00,-5.0261312723e-01,-2.9351298828e+03,1.3957892418e+01,-3.3405656815e+00
397,4.0857391357e+00,-1.3508875370e+00,-2.7847224121e+03,1.4106134415e+01,-4.2206902504e+00
398,4.1679506302e+00,-1.9861025810e+00,-2.2675458984e+03,1.4288874626e+01,-4.8186030388e+00
399,4.2761878967e+00,-2.1005628109e+00,-1.6189830322e+03,1.4456844330e+01,-5.0889520645e+00
400,4.3748750687e+00,-1.8616629839e+00,-1.1772952881e+03,1.4543170929e+01,-5.0547966957e+00
401,4.4491229057e+00,-1.6944177151e+00,-1.0163366089e+03,1.4559799194e+01,-4.6546120644e+00
402,4.4378590584e+00,-1.6854914427e+00,-1.0096651611e+03,1.4470504761e+01,-3.9373176098e+00
403,4.3891863823e+00,-1.7050803900e+00,-1.1119218750e+03,1.4317835808e+01,-2.9542794228e+00
404,4.3038873672e+00,-1.6973727942e+00,-1.3157296143e+03,1.4119364738e+01,-1.7963570356e+00
405,4.2460732460e+00,-1.4351230860e+00,-1.6324036865e+03,1.3952434540e+01,-5.9616899490e-01
406,4.2660627365e+00,-9.9858874083e-01,-2.0205000000e+03,1.3872433662e+01,6.2567996979e-01
407,4.1936950684e+00,-5.4325938225e-01,-2.3681677246e+03,1.3871562958e+01,1.8388332129e+00
408,4.0909671783e+00,1.7800807953e-01,-2.6385698242e+03,1.3944693565e+01,2.9815146923e+00
409,4.0521831512e+00,1.0752017498e+00,-2.6340424805e+03,1.4075898170e+01,3.9511566162e+00
410,4.1158766747e+00,1.8298488855e+00,-2.2591416016e+03,1.4251553535e+01,4.6504721642e+00
411,4.2162275314e+00,2.1718306541e+00,-1.6432027588e+03,1.4434762955e+01,5.0374517441e+00
412,4.3392229080e+00,2.0284750462e+00,-1.1383912354e+03,1.4548593521e+01,5.1148004532e+00
413,4.4336662292e+00,1.7063153982e+00,-9.3001824951e+02,1.4597636223e+01,4.8286147118e+00
414,4.4460706711e+00,1.6814198494e+00,-9.1139916992e+02,1.4539137840e+01,4.2081689835e+00
415,4.4135875702e+00,1.6675760746e+00,-1.0148079834e+03,1.4403346062e+01,3.3143005371e+00
416,4.3391799927e+00,1.6714861393e+00,-1.2188175049e+03,1.4215934753e+01,2.1925354004e+00
417,4.2594347000e+00,1.5474938154e+00,-1.5327347412e+03,1.4025574684e+01,1.0074710846e+00
418,4.2670207024e+00,1.1360137463e+00,-1.9371363525e+03,1.3906336784e+01,-2.1952907741e-01
419,4.2369174957e+00,6.7998313904e-01,-2.3347102051e+03,1.3871484756e+01,-1.4491420984e+00
420,4.1278204918e+00,5.5675402284e-02,-2.6807773438e+03,1.3918330193e+01,-2.6206285954e+00
421,4.0625348091e+00,-7.7720797062e-01,-2.8145793457e+03,1.4024682045e+01,-3.6637601852e+00
422,4.0935969353e+00,-1.5778427124e+00,-2.5776147461e+03,1.4188720703e+01,-4.4537577629e+00
423,4.1846933365e+00,-2.0868432522e+00,-2.0191220703e+03,1.4373317719e+01,-4.9456338882e+00
424,4.3098187447e+00,-2.0622928143e+00,-1.4496442871e+03,1.4505640984e+01,-5.1219105721e+00
425,4.4035997391e+00,-1.7398008108e+00,-1.1445931396e+03,1.4579106331e+01,-4.9601149559e+00
426,4.4510254860e+00,-1.6992244720e+00,-1.0731312256e+03,1.4552832603e+01,-4.4532074928e+00
427,4.4301896095e+00,-1.6928218603e+00,-1.1340675049e+03,1.4438532829e+01,-3.6479368210e+00
428,4.3687210083e+00,-1.7189245224e+00,-1.2936804199e+03,1.4259427071e+01,-2.5848226547e+00
429,4.2824454308e+00,-1.6532987356e+00,-1.5552545166e+03,1.4062161446e+01,-1.4122829437e+00
430,4.2602844238e+00,-1.2831326723e+00,-1.9193723145e+03,1.3913785934e+01,-1.8828631938e-01
431,4.2663526535e+00,-8.6940497160e-01,-2.3137546387e+03,1.3852016449e+01,1.0347721577e+00
432,4.1672735214e+00,-3.3220455050e-01,-2.6520432129e+03,1.3881195068e+01,2.2251844406e+00
433,4.0822348595e+00,4.7331690788e-01,-2.8572868652e+03,1.3964169502e+01,3.3255171776e+00
434,4.0775499344e+00,1.3666684628e+00,-2.7198999023e+03,1.4111675262e+01,4.2096109390e+00
435,4.1598639488e+00,2.0156667233e+00,-2.2190529785e+03,1.4294088364e+01,4.8123836517e+00
436,4.2700166702e+00,2.1513121128e+00,-1.5842537842e+03,1.4463663101e+01,5.0871005058e+00
437,4.3719115257e+00,1.9077479839e+00,-1.1525583496e+03,1.4550173759e+01,5.0583095551e+00
438,4.4488759041e+00,1.6947742701e+00,-1.0022253418e+03,1.4567905426e+01,4.6627483368e+00
439,4.4389624596e+00,1.6712119579e+00,-1.0064353027e+03,1.4478915215e+01,3.9485459328e+00
440,4.3913087845e+00,1.6699713469e+00,-1.1189051514e+03,1.4326823235e+01,2.9694199562e+00
441,4.3066172600e+00,1.6566082239e+00,-1.3318331299e+03,1.4127448082e+01,1.8121831417e+00
442,4.2469987869e+00,1.4385508299e+00,-1.6566998291e+03,1.3961903572e+01,6.1281394958e-01
443,4.2684473991e+00,9.8485934734e-01,-2.0471809082e+03,1.3873589516e+01,-6.0815101862e-01
444,4.1972765923e+00,5.0477778912e-01,-2.4067136230e+03,1.3872352600e+01,-1.8231372833e+00
445,4.0946202278e+00,-2.0016108453e-01,-2.6850488281e+03,1.3942659378e+01,-2.9673502445e+00
446,4.0553140640e+00,-1.0558341742e+00,-2.6877895508e+03,1.4072090149e+01,-3.9401288033e+00
447,4.1180901527e+00,-1.7890095711e+00,-2.3179475098e+03,1.4246029854e+01,-4.6430177689e+00
448,4.2175602913e+00,-2.1175501347e+00,-1.7030972900e+03,1.4428887367e+01,-5.0341668129e+00
449,4.3399958611e+00,-1.9963598251e+00,-1.1952573242e+03,1.4542823792e+01,-5.1157193184e+00
450,4.4336957932e+00,-1.6920887232e+00,-9.8252172852e+02,1.4592804909e+01,-4.8340001106e+00
451,4.4466419220e+00,-1.6909079552e+00,-9.5929638672e+02,1.4535108566e+01,-4.2181186676e+00
452,4.4143333435e+00,-1.6968400478e+00,-1.0568861084e+03,1.4399898529e+01,-3.3282227516e+00
453,4.3402748108e+00,-1.7164226770e+00,-1.2536932373e+03,1.4213229179e+01,-2.2088961601e+00
454,4.2603383064e+00,-1.5685330629e+00,-1.5592347412e+03,1.4022201538e+01,-1.0245326757e+00
455,4.2674846649e+00,-1.1416258812e+00,-1.9551245117e+03,1.3901753426e+01,2.0240668952e-01
456,4.2388162613e+00,-7.2815650702e-01,-2.3445407715e+03,1.3865972519e+01,1.4322178364e+00
457,4.1300573349e+00,-1.0102004558e-01,-2.6835410156e+03,1.3912236214e+01,2.6045913696e+00
458,4.0642137527e+00,7.6237237453e-01,-2.8129433594e+03,1.4018367767e+01,3.6501758099e+00
459,4.0934920311e+00,1.6059373617e+00,-2.5717685547e+03,1.4181094170e+01,4.4436907768e+00
460,4.1849150658e+00,2.1312475204e+00,-2.0072977295e+03,1.4368139267e+01,4.9408006668e+00
461,4.3086824417e+00,2.1046600342e+00,-1.4312575684e+03,1.4503067017e+01,5.1208858490e+00
462,4.4022536278e+00,1.7816296816e+00,-1.1167850342e+03,1.4577311516e+01,4.9655656815e+00
463,4.4507188797e+00,1.6939615011e+00,-1.0391951904e+03,1.4554287910e+01,4.4636011124e+00
464,4.4302029610e+00,1.6700099707e+00,-1.0953436279e+03,1.4441571236e+01,3.6620666981e+00
465,4.3690829277e+00,1.6767743826e+00,-1.2513182373e+03,1.4263766289e+01,2.6024203300e+00
466,4.2821888924e+00,1.6232911348e+00,-1.5098740234e+03,1.4067315102e+01,1.4298408031e+00
467,4.2572903633e+00,1.2978430986e+00,-1.8727033691e+03,1.3918608665e+01,2.0649522543e-01
468,4.2647552490e+00,8.4095782042e-01,-2.2684631348e+03,1.3856405258e+01,-1.0161819458e+00
469,4.1662812233e+00,3.0150303245e-01,-2.6099416504e+03,1.3884720802e+01,-2.2077236176e+00
470,4.0798997879e+00,-4.7753795981e-01,-2.8218093262e+03,1.3967061996e+01,-3.3104875088e+00
471,4.0734920502e+00,-1.3251066208e+00,-2.6953166504e+03,1.4113913536e+01,-4.1985430717e+00
472,4.1555647850e+00,-1.9697631598e+00,-2.2054970703e+03,1.4295771599e+01,-4.8060712814e+00
473,4.2660593987e+00,-2.1005175114e+00,-1.5767836914e+03,1.4466639519e+01,-5.0851092339e+00
474,4.3698668480e+00,-1.8723970652e+00,-1.1468697510e+03,1.4553403854e+01,-5.0614900589e+00
475,4.4487023354e+00,-1.6948192120e+00,-9.9961102295e+02,1.4572120667e+01,-4.6706037521e+00
476,4.4398040771e+00,-1.6865291595e+00,-1.0080531006e+03,1.4483654976e+01,-3.9597134590e+00
477,4.3930568695e+00,-1.7058259249e+00,-1.1249418945e+03,1.4332201958e+01,-2.9846456051e+00
478,4.3089509010e+00,-1.7005337477e+00,-1.3419044189e+03,1.4132460594e+01,-1.8283550739e+00
479,4.2488813400e+00,-1.4453693628e+00,-1.6703020020e+03,1.3965476990e+01,-6.2949144840e-01
480,4.2705802917e+00,-1.0084905624e+00,-2.0646733398e+03,1.3874801636e+01,5.9139758348e-01
481,4.2007951736e+00,-5.5689364672e-01,-2.4284206543e+03,1.3871798515e+01,1.8072597980e+00
482,4.0980706215e+00,1.6020360589e-01,-2.7117658691e+03,1.3940454483e+01,2.9527604580e+00
483,4.0578846931e+00,1.0576138496e+00,-2.7205114746e+03,1.4068657875e+01,3.9288296700e+00
484,4.1196465492e+00,1.8184196949e+00,-2.3549570312e+03,1.4241659164e+01,4.6354823112e+00
485,4.2182426453e+00,2.1732292175e+00,-1.7399211426e+03,1.4424581528e+01,5.0311131477e+00
486,4.3402309418e+00,2.0357103348e+00,-1.2274675293e+03,1.4538955688e+01,5.1170425415e+00
487,4.4332733154e+00,1.7091072798e+00,-1.0094158325e+03,1.4590115547e+01,4.8399477005e+00
488,4.4470467567e+00,1.6831676960e+00,-9.8188372803e+02,1.4533513069e+01,4.2287383080e+00
489,4.4149994850e+00,1.6686052084e+00,-1.0750531006e+03,1.4399032593e+01,3.3426823616e+00
490,4.3412547112e+00,1.6733392477e+00,-1.2670148926e+03,1.4213162422e+01,2.2255938053e+00
491,4.2607607841e+00,1.5546256304e+00,-1.5671614990e+03,1.4021472931e+01,1.0417100191e+00
492,4.2669053078e+00,1.1470787525e+00,-1.9581955566e+03,1.3899837494e+01,-1.8520978093e-01
493,4.2389874458e+00,6.9217413664e-01,-2.3542546387e+03,1.3860801697e+01,-1.4146130085e+00
494,4.1312370300e+00,7.3868274689e-02,-2.6766931152e+03,1.3912257195e+01,-2.5872664452e+00
495,4.0644164085e+00,-7.5649964809e-01,-2.8091967773e+03,1.4014483452e+01,-3.6364047527e+00
496,4.0921955109e+00,-1.5607886314e+00,-2.5686901855e+03,1.4176539421e+01,-4.4339337349e+00
497,4.1833772659e+00,-2.0809764862e+00,-2.0031276855e+03,1.4364094734e+01,-4.9356632233e+00
498,4.3068218231e+00,-2.0648553371e+00,-1.4219180908e+03,1.4500684738e+01,-5.1197118759e+00
499,4.4006109238e+00,-1.7453202009e+00,-1.1010571289e+03,1.4576147079e+01,-4.9699931145e+00
500,4.4505133629e+00,-1.6976001263e+00,-1.0195253296e+03,1.4555574417e+01,-4.4729261398e+00
501,4.4304966927e+00,-1.6900714636e+00,-1.0729567871e+03,1.4444168091e+01,-3.6753218174e+00
502,4.3699359894e+00,-1.7160158157e+00,-1.2269146729e+03,1.4267373085e+01,-2.6192398071e+00
503,4.2827806473e+00,-1.6581015587e+00,-1.4837124023e+03,1.4071213722e+01,-1.4470326900e+00
504,4.2557530403e+00,-1.2981462479e+00,-1.8458626709e+03,1.3921818733e+01,-2.2465060651e-01
505,4.2645177841e+00,-8.8114327192e-01,-2.2429333496e+03,1.3858986855e+01,9.9756222963e-01
506,4.1669116020e+00,-3.5287833214e-01,-2.5870576172e+03,1.3886243820e+01,2.1901092529e+00
507,4.0795145035e+00,4.4491463900e-01,-2.8043957520e+03,1.3967778206e+01,3.2952501774e+00
508,4.0715241432e+00,1.3398888111e+00,-2.6865646973e+03,1.4113944054e+01,4.1872310638e+00
509,4.1532073021e+00,1.9999427795e+00,-2.2048046875e+03,1.4295274734e+01,4.7993545532e+00
510,4.2634210587e+00,2.1550440788e+00,-1.5790489502e+03,1.4466789246e+01,5.0831661224e+00
511,4.3684854507e+00,1.9213606119e+00,-1.1480141602e+03,1.4554665565e+01,5.0644941330e+00
512,4.4486498833e+00,1.6962120533e+00,-1.0009099121e+03,1.4574386597e+01,4.6785345078e+00
513,4.4405303001e+00,1.6733154058e+00,-1.0106771240e+03,1.4486759186e+01,3.9711451530e+00
514,4.3945460320e+00,1.6714365482e+00,-1.1291663818e+03,1.4336105347e+01,3.0002083778e+00
515,4.3109517097e+00,1.6601271629e+00,-1.3474593506e+03,1.4136316299e+01,1.8450846672e+00
516,4.2501726151e+00,1.4490528107e+00,-1.6768592529e+03,1.3967960358e+01,6.4695310593e-01
