step,volume,free_surface_area,singularity_count
2293,6.5000362694e-02,8.0499970913e-01,1.6000000000e+01
2294,6.5075367689e-02,7.8499972820e-01,1.3000000000e+01
2295,6.5150372684e-02,7.8499972820e-01,1.6000000000e+01
2296,6.5025359392e-02,8.1499969959e-01,1.2000000000e+01
2297,6.5050363541e-02,8.1499969959e-01,8.0000000000e+00
2298,6.5025359392e-02,8.3499968052e-01,1.2000000000e+01
2299,6.4975365996e-02,8.1499969959e-01,8.0000000000e+00
2300,6.5050363541e-02,7.9499971867e-01,1.1000000000e+01
2301,6.4975365996e-02,8.1499969959e-01,6.0000000000e+00
2302,6.5000362694e-02,8.5499972105e-01,1.2000000000e+01
2303,6.4975365996e-02,7.9499971867e-01,1.2000000000e+01
2304,6.5025359392e-02,7.6499974728e-01,1.1000000000e+01
2305,6.5125361085e-02,7.7499973774e-01,1.0000000000e+01
2306,6.5125368536e-02,7.7499973774e-01,5.0000000000e+00
2307,6.4975365996e-02,7.8499972820e-01,8.0000000000e+00
2308,6.4975358546e-02,8.0499970913e-01,1.1000000000e+01
2309,6.5000362694e-02,7.8499972820e-01,1.5000000000e+01
2310,6.4925357699e-02,7.9499971867e-01,6.0000000000e+00
2311,6.4975358546e-02,7.8499972820e-01,1.1000000000e+01
2312,6.5025366843e-02,7.9499971867e-01,8.0000000000e+00
2313,6.5050363541e-02,8.0999970436e-01,6.0000000000e+00
2314,6.5050363541e-02,7.9499971867e-01,8.0000000000e+00
2315,6.4975365996e-02,7.8499972820e-01,1.1000000000e+01
2316,6.4975358546e-02,8.0499970913e-01,9.0000000000e+00
2317,6.4975358546e-02,7.9499971867e-01,9.0000000000e+00
2318,6.5025366843e-02,8.0499970913e-01,1.3000000000e+01
2319,6.5025359392e-02,7.9499971867e-01,9.0000000000e+00
2320,6.5050363541e-02,7.9499971867e-01,7.0000000000e+00
2321,6.4975365996e-02,8.0499970913e-01,6.0000000000e+00
2322,6.5025359392e-02,8.0499970913e-01,1.3000000000e+01
2323,6.5000362694e-02,8.7999963760e-01,1.3000000000e+01
2324,6.5075367689e-02,8.5999965668e-01,7.0000000000e+00
2325,6.5150365233e-02,8.3999967575e-01,9.0000000000e+00
2326,6.5175369382e-02,8.7499970198e-01,1.2000000000e+01
2327,6.5125368536e-02,8.8499963284e-01,1.3000000000e+01
2328,6.5075367689e-02,8.5499966145e-01,1.4000000000e+01
2329,6.5025366843e-02,8.4499967098e-01,1.4000000000e+01
2330,6.4950369298e-02,8.3499968052e-01,1.0000000000e+01
2331,6.4975365996e-02,8.2499969006e-01,5.0000000000e+00
2332,6.4950369298e-02,8.3999973536e-01,1.3000000000e+01
2333,6.5000370145e-02,8.5999965668e-01,1.0000000000e+01
2334,6.4925365150e-02,8.8999962807e-01,9.0000000000e+00
2335,6.4850367606e-02,9.0999960899e-01,9.0000000000e+00
2336,6.4800366759e-02,8.8999968767e-01,8.0000000000e+00
2337,6.4925365150e-02,8.3999967575e-01,7.0000000000e+00
2338,6.5000370145e-02,8.1999975443e-01,7.0000000000e+00
2339,6.4925372601e-02,8.3999967575e-01,1.2000000000e+01
2340,6.5000370145e-02,8.2999974489e-01,9.0000000000e+00
2341,6.5075375140e-02,8.2999974489e-01,1.1000000000e+01
2342,6.5100379288e-02,8.1999975443e-01,1.7000000000e+01
2343,6.5175369382e-02,8.0999976397e-01,7.0000000000e+00
2344,6.5125375986e-02,8.1999975443e-01,1.4000000000e+01
2345,6.5025374293e-02,8.2499969006e-01,7.0000000000e+00
2346,6.5000377595e-02,8.5499972105e-01,1.1000000000e+01
2347,6.5050378442e-02,8.3499974012e-01,1.5000000000e+01
2348,6.4950376749e-02,8.5499972105e-01,9.0000000000e+00
2349,6.5025381744e-02,8.4499973059e-01,1.0000000000e+01
2350,6.5050378442e-02,8.7499964237e-01,1.0000000000e+01
2351,6.5100379288e-02,8.6999970675e-01,1.3000000000e+01
2352,6.5100386739e-02,8.6999964714e-01,1.6000000000e+01
2353,6.5100379288e-02,8.7999969721e-01,9.0000000000e+00
2354,6.4900375903e-02,8.7999969721e-01,8.0000000000e+00
2355,6.4975380898e-02,8.2999974489e-01,1.0000000000e+01
2356,6.4875386655e-02,8.3999967575e-01,1.5000000000e+01
2357,6.4850382507e-02,8.2999968529e-01,1.5000000000e+01
2358,6.4950376749e-02,8.2999968529e-01,1.2000000000e+01
2359,6.5000385046e-02,8.3999967575e-01,1.0000000000e+01
2360,6.4975380898e-02,8.2999968529e-01,1.4000000000e+01
2361,6.5075382590e-02,8.2499974966e-01,7.0000000000e+00
2362,6.5050378442e-02,8.2499974966e-01,9.0000000000e+00
2363,6.5125383437e-02,8.0499976873e-01,1.5000000000e+01
2364,6.5025389194e-02,8.4499967098e-01,1.1000000000e+01
2365,6.4950384200e-02,8.6499965191e-01,1.0000000000e+01
2366,6.4900383353e-02,8.6499971151e-01,1.5000000000e+01
2367,6.4850389957e-02,8.6499965191e-01,1.7000000000e+01
2368,6.4875386655e-02,8.9499962330e-01,1.0000000000e+01
2369,6.4900383353e-02,8.4999972582e-01,4.0000000000e+00
2370,6.5025381744e-02,8.2499969006e-01,1.5000000000e+01
2371,6.4950384200e-02,8.4499973059e-01,7.0000000000e+00
2372,6.4950384200e-02,8.4999966621e-01,8.0000000000e+00
2373,6.5025389194e-02,7.9999971390e-01,1.2000000000e+01
2374,6.5000385046e-02,7.8999972343e-01,6.0000000000e+00
2375,6.5050385892e-02,8.0999976397e-01,9.0000000000e+00
2376,6.4975395799e-02,8.0999970436e-01,5.0000000000e+00
2377,6.5000392497e-02,8.0499976873e-01,1.1000000000e+01
2378,6.5000392497e-02,8.5499966145e-01,9.0000000000e+00
2379,6.5075397491e-02,8.3999973536e-01,8.0000000000e+00
2380,6.5075390041e-02,8.2499969006e-01,6.0000000000e+00
2381,6.5125390887e-02,8.2499969006e-01,7.0000000000e+00
2382,6.5050393343e-02,8.3999967575e-01,1.4000000000e+01
2383,6.5050385892e-02,8.3999967575e-01,1.5000000000e+01
2384,6.5050385892e-02,8.5499966145e-01,1.3000000000e+01
2385,6.5075390041e-02,8.4999966621e-01,9.0000000000e+00
2386,6.5100394189e-02,8.5999965668e-01,1.0000000000e+01
2387,6.5025389194e-02,8.1999969482e-01,1.1000000000e+01
2388,6.4825385809e-02,8.3499968052e-01,1.3000000000e+01
2389,6.4950391650e-02,8.5999965668e-01,5.0000000000e+00
2390,6.4900383353e-02,8.1499969959e-01,1.2000000000e+01
2391,6.4900390804e-02,8.0499970913e-01,9.0000000000e+00
2392,6.4750388265e-02,7.9499965906e-01,8.0000000000e+00
2393,6.4775384963e-02,8.0499970913e-01,8.0000000000e+00
2394,6.4850382507e-02,7.9499965906e-01,1.4000000000e+01
2395,6.4850389957e-02,7.8499966860e-01,1.0000000000e+01
2396,6.4900383353e-02,7.6499968767e-01,1.3000000000e+01
2397,6.4825385809e-02,7.7499967813e-01,9.0000000000e+00
2398,6.4775384963e-02,7.5499969721e-01,1.6000000000e+01
2399,6.4750388265e-02,7.7999961376e-01,1.0000000000e+01
2400,6.4700379968e-02,8.1499963999e-01,1.1000000000e+01
2401,6.4875379205e-02,7.7999967337e-01,1.0000000000e+01
2402,6.4850389957e-02,7.5999969244e-01,1.5000000000e+01
2403,6.4800389111e-02,7.7499967813e-01,1.5000000000e+01
2404,6.4775384963e-02,7.7999967337e-01,1.7000000000e+01
2405,6.4850382507e-02,7.7999967337e-01,1.0000000000e+01
2406,6.4850382507e-02,7.9499965906e-01,1.0000000000e+01
2407,6.4800389111e-02,8.2499969006e-01,9.0000000000e+00
2408,6.4825385809e-02,7.8499966860e-01,1.9000000000e+01
2409,6.4875386655e-02,7.4499970675e-01,1.8000000000e+01
2410,6.4775384963e-02,7.6999968290e-01,1.1000000000e+01
2411,6.4775384963e-02,7.9999971390e-01,1.4000000000e+01
2412,6.4800389111e-02,7.8999966383e-01,1.1000000000e+01
2413,6.4725384116e-02,7.9499971867e-01,2.0000000000e+01
2414,6.4775384963e-02,7.9499965906e-01,1.6000000000e+01
2415,6.4750380814e-02,7.9499971867e-01,9.0000000000e+00
2416,6.4850389957e-02,7.6999968290e-01,1.3000000000e+01
2417,6.4875386655e-02,7.5999969244e-01,8.0000000000e+00
2418,6.4975388348e-02,7.6999968290e-01,1.0000000000e+01
2419,6.4975388348e-02,7.6499974728e-01,1.1000000000e+01
2420,6.4925387502e-02,7.5499969721e-01,6.0000000000e+00
2421,6.5000392497e-02,7.6499974728e-01,1.0000000000e+01
2422,6.5025389194e-02,7.5499969721e-01,1.2000000000e+01
2423,6.5100386739e-02,7.3999971151e-01,8.0000000000e+00
2424,6.5075382590e-02,7.2999972105e-01,1.3000000000e+01
2425,6.5050385892e-02,7.2999972105e-01,1.1000000000e+01
2426,6.4975388348e-02,7.4499970675e-01,8.0000000000e+00
2427,6.4900390804e-02,7.4499970675e-01,1.1000000000e+01
2428,6.4975388348e-02,7.4499964714e-01,9.0000000000e+00
2429,6.5000392497e-02,7.3999971151e-01,1.1000000000e+01
2430,6.4975388348e-02,7.3999971151e-01,1.0000000000e+01
2431,6.4950391650e-02,7.4999970198e-01,1.2000000000e+01
2432,6.4950391650e-02,7.3499965668e-01,1.1000000000e+01
2433,6.4900390804e-02,7.2499978542e-01,1.0000000000e+01
2434,6.4925387502e-02,7.0499974489e-01,1.1000000000e+01
2435,6.4900390804e-02,7.1499967575e-01,7.0000000000e+00
2436,6.4825393260e-02,7.2999972105e-01,8.0000000000e+00
2437,6.4875386655e-02,7.5999969244e-01,1.0000000000e+01
2438,6.4800381660e-02,7.3499971628e-01,1.3000000000e+01
2439,6.4875394106e-02,7.3999971151e-01,1.1000000000e+01
2440,6.4925387502e-02,7.3999971151e-01,1.2000000000e+01
2441,6.4875386655e-02,7.4999970198e-01,1.6000000000e+01
2442,6.4900390804e-02,7.5499969721e-01,1.2000000000e+01
2443,6.4950391650e-02,7.7499967813e-01,7.0000000000e+00
2444,6.4900390804e-02,7.7499967813e-01,1.2000000000e+01
2445,6.4900390804e-02,7.5499969721e-01,1.9000000000e+01
2446,6.4925380051e-02,7.5999975204e-01,7.0000000000e+00
2447,6.4925387502e-02,7.7999973297e-01,1.3000000000e+01
2448,6.4875386655e-02,7.7999973297e-01,5.0000000000e+00
2449,6.5025381744e-02,7.6499974728e-01,1.2000000000e+01
2450,6.5000385046e-02,7.7499973774e-01,1.3000000000e+01
2451,6.4900383353e-02,7.7499973774e-01,1.1000000000e+01
2452,6.4925387502e-02,7.6499968767e-01,1.3000000000e+01
2453,6.4925380051e-02,7.5999975204e-01,9.0000000000e+00
2454,6.4950384200e-02,7.5999975204e-01,1.6000000000e+01
2455,6.4750380814e-02,7.8999972343e-01,4.0000000000e+00
2456,6.4900383353e-02,7.7999973297e-01,1.1000000000e+01
2457,6.4950384200e-02,7.7499973774e-01,1.0000000000e+01
2458,6.4950384200e-02,7.8499972820e-01,1.3000000000e+01
2459,6.5025381744e-02,7.9499971867e-01,1.2000000000e+01
2460,6.5000377595e-02,7.9499971867e-01,1.2000000000e+01
2461,6.4950384200e-02,8.1999969482e-01,1.2000000000e+01
2462,6.4950384200e-02,8.1999969482e-01,7.0000000000e+00
2463,6.5000385046e-02,8.2999968529e-01,1.0000000000e+01
2464,6.5075375140e-02,8.1999969482e-01,9.0000000000e+00
2465,6.5100379288e-02,8.4499973059e-01,5.0000000000e+00
2466,6.5050378442e-02,8.4999972582e-01,1.6000000000e+01
2467,6.5050378442e-02,8.4999966621e-01,1.0000000000e+01
2468,6.5025374293e-02,8.4999966621e-01,5.0000000000e+00
2469,6.5025374293e-02,8.7499964237e-01,1.6000000000e+01
2470,6.5050370991e-02,8.8499969244e-01,9.0000000000e+00
2471,6.4975380898e-02,8.4499973059e-01,4.0000000000e+00
2472,6.5050370991e-02,8.5499972105e-01,1.4000000000e+01
2473,6.5125375986e-02,8.5999965668e-01,1.7000000000e+01
2474,6.5125375986e-02,8.5999965668e-01,7.0000000000e+00
2475,6.5075375140e-02,8.4999972582e-01,5.0000000000e+00
2476,6.5150380135e-02,8.4999966621e-01,1.1000000000e+01
2477,6.5100371838e-02,8.4499973059e-01,7.0000000000e+00
2478,6.5150372684e-02,8.4499967098e-01,7.0000000000e+00
2479,6.5075375140e-02,8.5499972105e-01,9.0000000000e+00
2480,6.5100371838e-02,8.5499972105e-01,1.4000000000e+01
2481,6.5150372684e-02,8.5999965668e-01,5.0000000000e+00
2482,6.5125368536e-02,8.5999971628e-01,1.1000000000e+01
2483,6.5075367689e-02,8.6999964714e-01,1.2000000000e+01
2484,6.5075375140e-02,8.5999965668e-01,8.0000000000e+00
2485,6.5050370991e-02,8.5999965668e-01,4.0000000000e+00
2486,6.5100371838e-02,8.8499963284e-01,9.0000000000e+00
2487,6.5100379288e-02,8.7499964237e-01,1.1000000000e+01
2488,6.5000370145e-02,8.7499970198e-01,5.0000000000e+00
2489,6.5075367689e-02,8.7499970198e-01,7.0000000000e+00
2490,6.5175376832e-02,8.8499969244e-01,1.7000000000e+01
2491,6.5150365233e-02,8.9999967813e-01,1.0000000000e+01
2492,6.5150372684e-02,8.9999973774e-01,8.0000000000e+00
2493,6.5075367689e-02,9.0499973297e-01,8.0000000000e+00
2494,6.5125368536e-02,9.0499961376e-01,1.3000000000e+01
2495,6.5175369382e-02,9.0499967337e-01,1.3000000000e+01
2496,6.5200373530e-02,9.0999966860e-01,1.1000000000e+01
2497,6.5175369382e-02,8.9999967813e-01,1.1000000000e+01
2498,6.5150365233e-02,9.1999965906e-01,3.0000000000e+00
2499,6.5175369382e-02,9.0999966860e-01,1.1000000000e+01
2500,6.5125368536e-02,9.0999966860e-01,1.0000000000e+01
2501,6.5200366080e-02,9.1499966383e-01,8.0000000000e+00
2502,6.5150372684e-02,9.0499967337e-01,1.1000000000e+01
2503,6.5100371838e-02,9.0499961376e-01,6.0000000000e+00
2504,6.5050370991e-02,9.0499967337e-01,9.0000000000e+00
2505,6.5075367689e-02,9.1499966383e-01,1.6000000000e+01
2506,6.5175361931e-02,9.1999971867e-01,9.0000000000e+00
2507,6.5150372684e-02,9.0999972820e-01,1.4000000000e+01
2508,6.5175361931e-02,9.0999966860e-01,1.3000000000e+01
2509,6.5150365233e-02,8.9999967813e-01,9.0000000000e+00
2510,6.5100371838e-02,9.0999966860e-01,2.0000000000e+01
2511,6.5175361931e-02,9.0999966860e-01,1.2000000000e+01
2512,6.5200366080e-02,9.1499972343e-01,1.0000000000e+01
2513,6.5250366926e-02,9.1499960423e-01,5.0000000000e+00
2514,6.5175369382e-02,9.1499966383e-01,8.0000000000e+00
2515,6.5200366080e-02,9.1499966383e-01,7.0000000000e+00
2516,6.5150365233e-02,9.1499966383e-01,8.0000000000e+00
2517,6.5200366080e-02,9.1499972343e-01,1.0000000000e+01
2518,6.5200358629e-02,9.3499970436e-01,1.0000000000e+01
2519,6.5200358629e-02,9.1999965906e-01,1.1000000000e+01
2520,6.5150365233e-02,9.1999965906e-01,1.1000000000e+01
2521,6.5125361085e-02,9.2999964952e-01,1.2000000000e+01
2522,6.5100364387e-02,9.3999963999e-01,1.0000000000e+01
2523,6.5150365233e-02,9.3999963999e-01,9.0000000000e+00
2524,6.5175369382e-02,9.4999969006e-01,1.6000000000e+01
2525,6.5225362778e-02,9.4499969482e-01,1.0000000000e+01
2526,6.5275371075e-02,9.3499964476e-01,9.0000000000e+00
2527,6.5325364470e-02,9.4499969482e-01,8.0000000000e+00
2528,6.5300367773e-02,9.5499962568e-01,4.0000000000e+00
2529,6.5250366926e-02,9.6499967575e-01,1.1000000000e+01
2530,6.5275363624e-02,9.6499961615e-01,6.0000000000e+00
2531,6.5250366926e-02,9.4499963522e-01,1.4000000000e+01
2532,6.5300367773e-02,9.7999966145e-01,1.2000000000e+01
2533,6.5325364470e-02,9.7499966621e-01,1.2000000000e+01
2534,6.5350376070e-02,9.7499960661e-01,1.2000000000e+01
2535,6.5350361168e-02,9.7499966621e-01,1.2000000000e+01
2536,6.5325364470e-02,9.6499967575e-01,1.1000000000e+01
2537,6.5200373530e-02,9.6499961615e-01,9.0000000000e+00
2538,6.5125368536e-02,9.6499961615e-01,1.3000000000e+01
2539,6.5125368536e-02,9.7499960661e-01,9.0000000000e+00
2540,6.5125368536e-02,9.7499960661e-01,1.1000000000e+01
2541,6.5100371838e-02,9.6999961138e-01,1.8000000000e+01
2542,6.5175369382e-02,9.6999961138e-01,1.0000000000e+01
2543,6.5225370228e-02,9.5999968052e-01,4.0000000000e+00
2544,6.5250366926e-02,9.5999968052e-01,1.4000000000e+01
2545,6.5175369382e-02,9.5999962091e-01,8.0000000000e+00
2546,6.5200366080e-02,9.6999961138e-01,9.0000000000e+00
2547,6.5075367689e-02,9.8999965191e-01,1.2000000000e+01
2548,6.5200366080e-02,9.9999964237e-01,9.0000000000e+00
2549,6.5250366926e-02,9.8999959230e-01,1.1000000000e+01
2550,6.5300375223e-02,9.8999959230e-01,1.0000000000e+01
2551,6.5250374377e-02,9.9999958277e-01,9.0000000000e+00
2552,6.5300375223e-02,9.8499965668e-01,5.0000000000e+00
2553,6.5275371075e-02,9.6499967575e-01,7.0000000000e+00
2554,6.5300375223e-02,9.6499967575e-01,1.1000000000e+01
2555,6.5250374377e-02,9.9499964714e-01,1.4000000000e+01
2556,6.5300375223e-02,9.9499970675e-01,1.1000000000e+01
2557,6.5250374377e-02,9.9499970675e-01,7.0000000000e+00
2558,6.5275371075e-02,9.9499970675e-01,7.0000000000e+00
2559,6.5400369465e-02,1.0049997568e+00,1.1000000000e+01
2560,6.5375372767e-02,1.0249996185e+00,8.0000000000e+00
2561,6.5375380218e-02,1.0199996233e+00,9.0000000000e+00
2562,6.5400376916e-02,9.8999965191e-01,1.1000000000e+01
2563,6.5425381064e-02,9.8999971151e-01,1.2000000000e+01
2564,6.5425381064e-02,9.9999970198e-01,8.0000000000e+00
2565,6.5450377762e-02,1.0049997568e+00,9.0000000000e+00
2566,6.5500371158e-02,9.9499964714e-01,1.4000000000e+01
2567,6.5525375307e-02,9.9499970675e-01,1.5000000000e+01
2568,6.5550379455e-02,9.9499970675e-01,6.0000000000e+00
2569,6.5500378609e-02,1.0049996376e+00,7.0000000000e+00
2570,6.5600380301e-02,9.8499971628e-01,6.0000000000e+00
2571,6.5550379455e-02,9.8499971628e-01,7.0000000000e+00
2572,6.5600380301e-02,9.7499972582e-01,1.9000000000e+01
2573,6.5650381148e-02,9.8499965668e-01,1.0000000000e+01
2574,6.5575383604e-02,9.8499965668e-01,7.0000000000e+00
2575,6.5525382757e-02,9.9499964714e-01,7.0000000000e+00
2576,6.5500386059e-02,9.9499970675e-01,9.0000000000e+00
2577,6.5425381064e-02,9.9499976635e-01,1.2000000000e+01
2578,6.5375387669e-02,9.9499976635e-01,1.0000000000e+01
2579,6.5275378525e-02,9.9499970675e-01,1.1000000000e+01
2580,6.5325386822e-02,9.9499970675e-01,7.0000000000e+00
2581,6.5325379372e-02,9.9499970675e-01,4.0000000000e+00
2582,6.5375380218e-02,1.0049996376e+00,5.0000000000e+00
2583,6.5325379372e-02,9.9499970675e-01,6.0000000000e+00
2584,6.5350383520e-02,9.9499976635e-01,6.0000000000e+00
2585,6.5375380218e-02,9.9499964714e-01,1.1000000000e+01
2586,6.5325386822e-02,1.0049996376e+00,9.0000000000e+00
2587,6.5500378609e-02,9.9499970675e-01,7.0000000000e+00
2588,6.5425388515e-02,9.9499970675e-01,8.0000000000e+00
2589,6.5425381064e-02,1.0049996376e+00,1.3000000000e+01
2590,6.5375380218e-02,1.0049996376e+00,1.2000000000e+01
2591,6.5325386822e-02,1.0049996376e+00,1.0000000000e+01
2592,6.5275378525e-02,1.0149996281e+00,1.1000000000e+01
2593,6.5325386822e-02,1.0049996376e+00,1.3000000000e+01
2594,6.5275393426e-02,1.0049996376e+00,1.5000000000e+01
2595,6.5325386822e-02,1.0099996328e+00,8.0000000000e+00
2596,6.5350390971e-02,1.0199996233e+00,1.0000000000e+01
2597,6.5400391817e-02,1.0099996328e+00,1.3000000000e+01
2598,6.5475389361e-02,1.0199996233e+00,1.1000000000e+01
2599,6.5475381911e-02,1.0149996281e+00,1.0000000000e+01
2600,6.5400391817e-02,1.0349996090e+00,1.3000000000e+01
2601,6.5400391817e-02,1.0349996090e+00,1.2000000000e+01
2602,6.5450392663e-02,1.0449995995e+00,1.6000000000e+01
2603,6.5425395966e-02,1.0549997091e+00,9.0000000000e+00
2604,6.5475389361e-02,1.0649995804e+00,9.0000000000e+00
2605,6.5475389361e-02,1.0299996138e+00,1.7000000000e+01
2606,6.5525390208e-02,1.0299996138e+00,1.7000000000e+01
2607,6.5450392663e-02,1.0199996233e+00,1.1000000000e+01
2608,6.5475381911e-02,1.0299997330e+00,8.0000000000e+00
2609,6.5425388515e-02,1.0399996042e+00,1.6000000000e+01
2610,6.5425388515e-02,1.0599995852e+00,5.0000000000e+00
2611,6.5450392663e-02,1.0499997139e+00,1.4000000000e+01
2612,6.5475389361e-02,1.0399996042e+00,1.1000000000e+01
2613,6.5475381911e-02,1.0399996042e+00,6.0000000000e+00
2614,6.5500386059e-02,1.0199996233e+00,1.1000000000e+01
2615,6.5325394273e-02,1.0299997330e+00,1.0000000000e+01
2616,6.5375387669e-02,1.0399997234e+00,1.1000000000e+01
2617,6.5450385213e-02,1.0499995947e+00,1.2000000000e+01
2618,6.5400391817e-02,1.0199997425e+00,7.0000000000e+00
2619,6.5375395119e-02,1.0249996185e+00,8.0000000000e+00
2620,6.5450392663e-02,1.0249997377e+00,1.1000000000e+01
2621,6.5450385213e-02,1.0149996281e+00,9.0000000000e+00
2622,6.5425388515e-02,1.0149997473e+00,1.6000000000e+01
2623,6.5350390971e-02,1.0449997187e+00,1.9000000000e+01
2624,6.5275385976e-02,1.0549997091e+00,9.0000000000e+00
2625,6.5350390971e-02,1.0449995995e+00,1.2000000000e+01
2626,6.5325394273e-02,1.0699996948e+00,9.0000000000e+00
2627,6.5225385129e-02,1.0599997044e+00,1.0000000000e+01
2628,6.5300390124e-02,1.0699996948e+00,1.2000000000e+01
2629,6.5300390124e-02,1.0399996042e+00,9.0000000000e+00
2630,6.5325386822e-02,1.0399997234e+00,1.7000000000e+01
2631,6.5200388432e-02,1.0499997139e+00,1.0000000000e+01
2632,6.5200388432e-02,1.0599997044e+00,7.0000000000e+00
2633,6.5325394273e-02,1.0299997330e+00,7.0000000000e+00
2634,6.5300390124e-02,1.0299996138e+00,1.6000000000e+01
2635,6.5375387669e-02,1.0299996138e+00,5.0000000000e+00
2636,6.5425388515e-02,1.0199997425e+00,1.2000000000e+01
2637,6.5400391817e-02,1.0099997520e+00,1.0000000000e+01
2638,6.5450400114e-02,1.0299997330e+00,1.2000000000e+01
2639,6.5500386059e-02,1.0449997187e+00,1.1000000000e+01
2640,6.5425388515e-02,1.0449995995e+00,1.2000000000e+01
2641,6.5550394356e-02,1.0449997187e+00,1.2000000000e+01
2642,6.5425388515e-02,1.0649996996e+00,2.0000000000e+00
2643,6.5500393510e-02,1.0349996090e+00,8.0000000000e+00
2644,6.5525390208e-02,1.0349997282e+00,6.0000000000e+00
2645,6.5500386059e-02,1.0449997187e+00,1.0000000000e+01
2646,6.5525390208e-02,1.0749996901e+00,1.0000000000e+01
2647,6.5475396812e-02,1.0649996996e+00,1.1000000000e+01
2648,6.5525390208e-02,1.0749996901e+00,1.0000000000e+01
2649,6.5500386059e-02,1.0949996710e+00,1.1000000000e+01
2650,6.5400391817e-02,1.0999996662e+00,1.0000000000e+01
2651,6.5550394356e-02,1.0599997044e+00,1.1000000000e+01
2652,6.5525382757e-02,1.0649996996e+00,1.4000000000e+01
2653,6.5500393510e-02,1.0649996996e+00,1.9000000000e+01
2654,6.5450392663e-02,1.0749996901e+00,4.0000000000e+00
2655,6.5525390208e-02,1.0649996996e+00,6.0000000000e+00
2656,6.5600395203e-02,1.0649996996e+00,1.0000000000e+01
2657,6.5525390208e-02,1.0749996901e+00,1.6000000000e+01
2658,6.5625391901e-02,1.0649996996e+00,1.1000000000e+01
2659,6.5525390208e-02,1.0799996853e+00,6.0000000000e+00
2660,6.5550394356e-02,1.0499997139e+00,8.0000000000e+00
2661,6.5425388515e-02,1.0599997044e+00,1.1000000000e+01
2662,6.5450392663e-02,1.0599997044e+00,6.0000000000e+00
2663,6.5475396812e-02,1.0599997044e+00,1.8000000000e+01
2664,6.5375395119e-02,1.0799996853e+00,1.5000000000e+01
2665,6.5550394356e-02,1.0599997044e+00,6.0000000000e+00
2666,6.5525397658e-02,1.0649996996e+00,1.7000000000e+01
2667,6.5450392663e-02,1.0649996996e+00,7.0000000000e+00
2668,6.5550386906e-02,1.0649996996e+00,1.8000000000e+01
2669,6.5575391054e-02,1.0449997187e+00,1.2000000000e+01
2670,6.5575391054e-02,1.0449997187e+00,1.1000000000e+01
2671,6.5700389445e-02,1.0249997377e+00,8.0000000000e+00
2672,6.5650396049e-02,1.0449997187e+00,1.2000000000e+01
2673,6.5575391054e-02,1.0399997234e+00,9.0000000000e+00
2674,6.5700396895e-02,1.0499997139e+00,1.3000000000e+01
2675,6.5675392747e-02,1.0599997044e+00,8.0000000000e+00
2676,6.5725401044e-02,1.0499997139e+00,8.0000000000e+00
2677,6.5775394440e-02,1.0399997234e+00,8.0000000000e+00
2678,6.5650388598e-02,1.0799996853e+00,1.5000000000e+01
2679,6.5725393593e-02,1.0399997234e+00,1.5000000000e+01
2680,6.5600395203e-02,1.0449997187e+00,8.0000000000e+00
2681,6.5550394356e-02,1.0349997282e+00,7.0000000000e+00
2682,6.5650396049e-02,1.0249997377e+00,1.1000000000e+01
2683,6.5675392747e-02,1.0349997282e+00,8.0000000000e+00
2684,6.5675392747e-02,1.0249997377e+00,5.0000000000e+00
2685,6.5750397742e-02,1.0349997282e+00,1.7000000000e+01
2686,6.5575391054e-02,1.0399997234e+00,1.9000000000e+01
2687,6.5550394356e-02,1.0399997234e+00,1.0000000000e+01
2688,6.5575391054e-02,1.0299997330e+00,1.1000000000e+01
2689,6.5750397742e-02,9.9999976158e-01,1.1000000000e+01
2690,6.5550394356e-02,1.0099997520e+00,7.0000000000e+00
2691,6.5525405109e-02,1.0149997473e+00,1.3000000000e+01
2692,6.5575398505e-02,1.0249997377e+00,9.0000000000e+00
2693,6.5550401807e-02,1.0249997377e+00,8.0000000000e+00
2694,6.5575405955e-02,1.0049997568e+00,1.0000000000e+01
2695,6.5450392663e-02,9.8499977589e-01,6.0000000000e+00
2696,6.5375402570e-02,1.0049997568e+00,8.0000000000e+00
2697,6.5400391817e-02,1.0249997377e+00,9.0000000000e+00
2698,6.5400399268e-02,1.0199997425e+00,1.0000000000e+01
2699,6.5500400960e-02,1.0199997425e+00,8.0000000000e+00
2700,6.5450407565e-02,9.8999977112e-01,1.1000000000e+01
2701,6.5450400114e-02,9.6999979019e-01,1.1000000000e+01
2702,6.5375402570e-02,9.7999978065e-01,1.2000000000e+01
2703,6.5375395119e-02,9.8499977589e-01,1.1000000000e+01
2704,6.5425395966e-02,9.7499978542e-01,8.0000000000e+00
2705,6.5625399351e-02,9.8999977112e-01,5.0000000000e+00
2706,6.5375402570e-02,1.0299997330e+00,9.0000000000e+00
2707,6.5350390971e-02,1.0199997425e+00,1.3000000000e+01
2708,6.5400406718e-02,1.0299997330e+00,1.2000000000e+01
2709,6.5500400960e-02,1.0199997425e+00,1.1000000000e+01
2710,6.5550409257e-02,9.9499976635e-01,1.2000000000e+01
2711,6.5650396049e-02,1.0099997520e+00,1.3000000000e+01
2712,6.5475404263e-02,9.9499976635e-01,1.4000000000e+01
2713,6.5500400960e-02,9.9499976635e-01,1.3000000000e+01
2714,6.5625406802e-02,9.9499976635e-01,7.0000000000e+00
2715,6.5550409257e-02,1.0099997520e+00,1.8000000000e+01
